cid,round,MAE,MSE,RMSE,MAPE (%),SMAPE (%),Model_Strategy
0,47,8.15764794062075,128.92802782015832,11.354647850997331,16.97556986125424,15.788463871519234,lstm_fedProx_diff
1,47,5.213585706556123,42.53939246934837,6.522222969919717,20.412602865525933,20.104464086335376,lstm_fedProx_diff
2,47,1.4098784302976188,3.6815731193173216,1.9187425880814035,55.630271929274144,39.10329063582501,lstm_fedProx_diff
3,47,18.512534768384366,634.4047393022473,25.187392467308864,28.07391411468931,22.46331087809335,lstm_fedProx_diff
4,47,17.613538705782325,488.4840992516658,22.10167639007652,4.175827525348425,4.232162599231006,lstm_fedProx_diff
5,47,1.72399524832483,5.321227789229521,2.3067786606498517,49.53190468118239,35.21374251791002,lstm_fedProx_diff
6,47,4.436950911309524,36.20419196655606,6.016991936720213,9.834342887626145,9.820101344968698,lstm_fedProx_diff
7,47,21.13617243350341,690.4137566063847,26.27572561522107,12.201124919530155,13.017069868362436,lstm_fedProx_diff
8,47,11.22230886505102,200.79971133059277,14.170381481477229,7.711498785015836,7.800414941653268,lstm_fedProx_diff
9,47,9.945144576972789,169.38607962827135,13.01484074540566,38.73219177607417,31.13239727093509,lstm_fedProx_diff
10,47,53.11599521641158,4392.946673182437,66.27930803186193,9.81241443239209,9.79786658810269,lstm_fedProx_diff
11,47,10.450648626615656,141.02222723585416,11.875277985624344,7.512735034994461,7.875098159259542,lstm_fedProx_diff
12,47,5.823396920323131,58.97332593039223,7.679409217537,6.851727193230003,7.040493710995159,lstm_fedProx_diff
13,47,15.476273139200682,396.661055323668,19.916351456119365,14.02482080966041,13.8540114535125,lstm_fedProx_diff
14,47,18.324795239965987,487.8040548041877,22.08628657796932,15.37518859233189,15.14098520214509,lstm_fedProx_diff
15,47,10.595705105782312,184.5266289419079,13.584057896737184,14.430163454664765,13.672095411048431,lstm_fedProx_diff
16,47,23.2678420295068,1225.1012287255978,35.00144609477725,5.931823046412184,5.851196721467679,lstm_fedProx_diff
17,47,5.462054231156464,49.47044966999215,7.033523275712689,14.895358362319042,14.380704928464423,lstm_fedProx_diff
18,47,21.580888756802757,725.1403478513992,26.928430103728644,3.617640831595052,3.676748084929687,lstm_fedProx_diff
19,47,5.953198014795919,55.48341534171003,7.448719040325661,11.917178455840032,11.441196606907283,lstm_fedProx_diff
20,47,17.02741207738095,550.0106263489828,23.4523053525444,12.721467789416897,12.171890009915654,lstm_fedProx_diff
21,47,2.553359397440476,12.324332298750369,3.5106028397912468,20.239988050358438,18.41367700044505,lstm_fedProx_diff
22,47,1.1322766174659864,2.2556936016172187,1.501896668089126,13.144051104300477,12.645494757649397,lstm_fedProx_diff
23,47,11.184411747108852,225.34884099764508,15.01162352970674,4.099016953334076,4.159746126937927,lstm_fedProx_diff
24,47,22.70781349591837,862.049414029679,29.360678024011623,10.682351216646529,10.545453810458255,lstm_fedProx_diff
25,47,17.623853804591835,687.7843078032824,26.22564218095112,24.73230270377701,21.950858914499204,lstm_fedProx_diff
26,47,12.99407393562075,254.07220450200205,15.939642546243064,34.232213565697435,28.988035585233742,lstm_fedProx_diff
27,47,4.7027195579931975,36.52713439781037,6.043768228333245,4.944181416855193,4.988659386984913,lstm_fedProx_diff
28,47,10.213549341301022,181.84266682276876,13.484905146969655,19.996397261638776,19.551423961162843,lstm_fedProx_diff
29,47,57.44012108671874,5171.913358145394,71.91601600579244,17.63873147789483,17.261853680733008,lstm_fedProx_diff
30,47,29.215916380867352,1204.0231056458365,34.69903609101896,19.54245115265327,18.12706205123434,lstm_fedProx_diff
31,47,23.442175654166668,821.27473732724,28.65789136219272,18.11528090298159,17.307704670840295,lstm_fedProx_diff
32,47,27.906171167261903,1313.9518630720356,36.24847394128525,36.58369621539197,29.814974780859597,lstm_fedProx_diff
33,47,8.534627887414967,115.15728800571004,10.731136379979056,6.884756013964305,6.786320973241149,lstm_fedProx_diff
34,47,6.786930868971089,79.92554662577946,8.940108871024975,11.934543576697171,11.419815488600292,lstm_fedProx_diff
35,47,5.519601473903061,52.418885251953846,7.240088759949967,11.974118790502963,11.66567909386728,lstm_fedProx_diff
36,47,6.476268106530612,79.93778347657233,8.940793224125716,29.13300074177665,23.16759576765136,lstm_fedProx_diff
37,47,7.288295769379253,79.24475864928064,8.901952518929802,19.98015178724432,19.028948043941973,lstm_fedProx_diff
38,47,4.484769389795923,31.33419125957249,5.597695173870447,2.5927452526594825,2.6068088924567605,lstm_fedProx_diff
39,47,8.940027694132652,162.06816610469036,12.730599597218127,9.499150318222986,9.508098388098398,lstm_fedProx_diff
40,47,27.85344460738224,1410.1023032393705,37.551328914425525,54.62820792625486,40.371364497213584,lstm_fedProx_diff
41,47,8.412986866539121,96.13060842583756,9.804621789025704,12.106926194157817,12.926007620677884,lstm_fedProx_diff
42,47,21.17481147780613,925.6182314799984,30.42397461673932,6.039245341850971,6.095537680583665,lstm_fedProx_diff
43,47,8.474777338732991,137.44363237513912,11.72363562957921,32.934207985007866,28.005237135856824,lstm_fedProx_diff
