cid,round,MAE,MSE,RMSE,MAPE (%),SMAPE (%),Model_Strategy
202,43,19.92199780753968,600.1455812110509,24.49786891162272,9.517665323069952,9.741313458317045,gru_fedProx
203,43,29.314228025793664,1362.8946191219895,36.91740265947741,8.436982280526504,8.592699982538026,gru_fedProx
204,43,2.619055683035714,11.663189345459092,3.4151411896814885,8.631437235745858,8.755965158870843,gru_fedProx
205,43,6.77822544345238,71.17620542880049,8.43659916250621,8.177327043918,8.330391813117895,gru_fedProx
206,43,16.44241262152778,385.94371586145,19.64545025855732,9.314272799578228,9.65934729177006,gru_fedProx
207,43,12.47019306349206,240.8546151906715,15.519491460440046,10.416138649807422,10.862159338216742,gru_fedProx
208,43,5.003430268849208,48.48115419313014,6.962840957046925,12.63484645185986,12.390987109504218,gru_fedProx
209,43,116.28638327876985,15107.826886092922,122.91390029647958,12.18655192260329,12.865744405774704,gru_fedProx
210,43,14.441547291666666,365.2727578909954,19.11211024170265,7.983476535920343,8.211441911053715,gru_fedProx
211,43,22.97770286458333,818.5251698043894,28.609878884825594,13.043584495032798,13.441967584711907,gru_fedProx
212,43,96.35211993551589,11264.406040766362,106.13390617878134,10.637327775476493,11.155181648559848,gru_fedProx
213,43,21.603954087301588,560.7139450529404,23.679399170015703,11.13900085030877,11.714623362878024,gru_fedProx
214,43,17.17485137748016,498.97957513215033,22.337850727680816,14.22159561379648,13.736559855599989,gru_fedProx
215,43,2.9425403105158727,13.722268713073568,3.70435807031037,9.91711445556478,9.926339297500322,gru_fedProx
216,43,26.16368757936508,1025.488126303117,32.02324353189597,21.718329798466307,20.340917540335308,gru_fedProx
217,43,24.857706116071423,1093.3373661409828,33.065652362247185,9.55396261750378,9.85062233857114,gru_fedProx
218,43,15.317379928075397,288.33567079479576,16.98044966409299,1299739829.7765656,21.164189389728183,gru_fedProx
219,43,16.979634216269844,363.63374709533554,19.069183178503884,9.58953028178588,9.989622607465629,gru_fedProx
220,43,32.01782749503968,1173.7785122422204,34.26045113891848,12.000193778906796,12.667643388063512,gru_fedProx
221,43,33.75159392361111,1741.7051296693717,41.73374090192936,9.796574219127692,10.076453273206573,gru_fedProx
222,43,2.653109841765873,12.878601574559344,3.588676855689203,22.830758753094887,20.071003170390263,gru_fedProx
223,43,255.67872574404765,76247.73050732512,276.129915994854,10.8920590280955,11.412426617086073,gru_fedProx
224,43,35.21479319444445,2314.835010039509,48.112732306942505,8.398848528839942,8.591566333885863,gru_fedProx
225,43,17.621675815476188,525.6006395420434,22.92598175743066,13.698585978101091,13.95806038236568,gru_fedProx
226,43,6.311794212301588,70.89988733175086,8.420207083661948,13.246770190918532,12.89455890200968,gru_fedProx
227,43,2.1833828318948414,7.60347441237014,2.7574398293290354,24.987242522672723,22.337846060524985,gru_fedProx
228,43,4.379445518353174,31.055284294496527,5.572726827550094,454330116.6222963,13.448487966113506,gru_fedProx
229,43,56.85398656746031,4891.188819830113,69.93703467998992,22.09682922866722,21.248400507095432,gru_fedProx
230,43,4.031036691071429,32.08718139412374,5.664554827532675,45.83434084112319,33.26234374593469,gru_fedProx
231,43,8.84072295436508,91.14283199297886,9.546875509452232,11.539752791363693,12.16650610144134,gru_fedProx
232,43,8.685599604166667,117.44392119861602,10.837154663407553,8.860807545759119,9.043931747545995,gru_fedProx
233,43,5.2545584595734125,41.23842619753505,6.421715206822477,29.796135048688548,24.61442115015408,gru_fedProx
234,43,8.327940186011904,113.67572088446302,10.661881676536415,11.248351220010983,11.397085286266494,gru_fedProx
235,43,4.30205429017857,29.79215417127628,5.458218955966889,10.779008538927688,11.061821886326587,gru_fedProx
236,43,5.658530187996031,58.48284630853769,7.647407816282436,9.663016498762367,9.90838483803494,gru_fedProx
237,43,24.130123393353173,929.834255399458,30.493183753085837,20.437014460255494,19.334855188754503,gru_fedProx
238,43,12.129592083333334,240.94748160387363,15.522483100453794,9.26196549680881,9.593136023984842,gru_fedProx
239,43,11.26303199206349,210.95995522234216,14.5244605828355,7.534303910199445,7.719750726436877,gru_fedProx
240,43,8.077357789682539,112.8137698169388,10.621382669734617,9.098022069083152,9.090064798959142,gru_fedProx
241,43,7.294822048115079,108.13588710010278,10.398840661347917,18.20238819275851,17.424461165777082,gru_fedProx
242,43,2.8622950193948413,12.33854401930542,3.5126263705816223,21.140105671887788,22.14114417896242,gru_fedProx
243,43,7.292663365079365,85.44872030529964,9.24384770024364,11.208879223957911,11.954746856488102,gru_fedProx
244,43,13.42240444890873,349.4634060441559,18.69394035628005,1907886198.332621,18.676125980616547,gru_fedProx
245,43,52.62781983928572,6349.6626633443975,79.68477058600594,856.6871496291025,85.43321939816381,gru_fedProx
246,43,33.716522609126976,1460.5372271169913,38.21697564063634,9.932154162475856,10.359009766228452,gru_fedProx
247,43,15.388848365079353,363.7696705012791,19.07274680011453,8.914953937494003,9.272202127305276,gru_fedProx
248,43,10.621966537698414,212.04438835975063,14.56174400131216,19.835768808968908,18.46086852891773,gru_fedProx
249,43,38.79382730158731,1907.2393272465129,43.67195126447309,10.458254602717442,10.976345044048989,gru_fedProx
250,43,16.1519491984127,494.44754766452513,22.236176552288057,8.732377763322036,8.856513091123004,gru_fedProx
251,43,6.749807686904761,94.03495290752356,9.697162105870127,211.53177115913329,78.95622425431563,gru_fedProx
252,43,4.589528984325397,44.45350293346388,6.667346018729183,273931940.85767466,104.19430271914996,gru_fedProx
253,43,8.581286663194444,99.205924861096,9.96021710913452,9.907819503628907,10.340547696165512,gru_fedProx
254,43,58.5710622063492,6801.594191117042,82.47177814935871,36412874798.92744,27.908223316390774,gru_fedProx
255,43,3.6321645446428574,24.878662139236063,4.987851455209554,10.28635386377396,9.812465521165134,gru_fedProx
256,43,5.496341596974207,46.08802621331727,6.788816260094043,72.09612304218783,46.00001674743338,gru_fedProx
257,43,7.60064135763889,102.02993219111733,10.100986693938236,15.613499101638745,15.353304279301044,gru_fedProx
258,43,46.76975301388889,3050.437578744408,55.23076659566122,324346576600.15344,166.0760654115803,gru_fedProx
259,43,106.61056841765874,25497.29014611841,159.67870911965193,4207.505153256917,80.76878663556732,gru_fedProx
260,43,12.597533402108136,240.2083208531579,15.498655453075854,40585942880.616806,146.75586648460754,gru_fedProx
261,43,17.663792334325397,554.7853547288023,23.553881946057263,13.25663588690403,13.00918239172668,gru_fedProx
