Model_Strategy,Round,METRIC,Count,Min,Q1,Median,Q3,Max,IQR,True Min (Non-outlier),True Max (Non-outlier)
gru_fedAvg_diff0_metrics_round50.csv,50,SMAPE (%),1409,1.255020109542546,16.358228121680334,29.47060818277442,45.54720866786152,200.0,29.188980546181185,1.255020109542546,89.08379548829497
gru_fedAvg_metrics_round50.csv,50,SMAPE (%),1409,1.260034968433274,16.31519371546382,29.50517808690381,45.50011484136371,200.0,29.18492112589989,1.260034968433274,88.4396624121489
gru_fedProx_diff001_metrics_round50.csv,50,SMAPE (%),1409,1.2957344000367372,17.81930647064512,30.425185316968207,46.33907487567405,200.0,28.51976840502893,1.2957344000367372,89.07644306117675
gru_fedProx_diff_metrics_round50.csv,50,SMAPE (%),1409,1.3150365827416823,18.01554745018336,30.789097186784133,46.590692448205154,200.0,28.575144998021795,1.3150365827416823,88.61957194478829
gru_fedProx_metrics_round50.csv,50,SMAPE (%),1409,1.301766621127461,17.456815067031346,30.386405947760487,46.01274836757245,200.0,28.555933300541103,1.301766621127461,88.52923713666904
gru_scaffold_diff001_metrics_round50.csv,50,SMAPE (%),1409,1.214558575706565,15.703719892533696,28.946012525500088,43.92991499723672,200.0,28.226195104703024,1.214558575706565,85.7672467169445
gru_scaffold_diff_metrics_round50.csv,50,SMAPE (%),1409,1.1292147475865564,14.466854220517469,27.600697816474685,43.046327232045925,200.0,28.579473011528457,1.1292147475865564,85.82809539610943
gru_scaffold_lr_metrics_round50.csv,50,SMAPE (%),1409,1.0729160389291867,14.824228919440824,28.07730381083114,43.3940516126707,200.0,28.569822693229877,1.0729160389291867,86.20987777344722
lstm_fedAvg_diff0_metrics_round50.csv,50,SMAPE (%),1409,1.2577301128576586,17.196412242312746,30.42760840712947,46.83904807156833,200.0,29.642635829255582,1.2577301128576586,91.29369435874604
lstm_fedAvg_metrics_round50.csv,50,SMAPE (%),1409,1.317209395727188,17.974387060883252,30.7637563535962,47.1569952909317,200.0,29.182608230048444,1.317209395727188,90.8169780098422
lstm_fedProx_diff001_metrics_round50.csv,50,SMAPE (%),1409,1.3069632721871478,18.666570610775533,31.65217117289492,47.28092182966097,200.0,28.614351218885435,1.3069632721871478,89.38614422035388
lstm_fedProx_diff_metrics_round50.csv,50,SMAPE (%),1409,1.3001750266876286,18.40227758506051,31.31074848603476,46.9365170187619,200.0,28.534239433701387,1.3001750266876286,88.9680409416878
lstm_fedProx_metrics_round50.csv,50,SMAPE (%),1409,1.32646207988504,18.62405601958244,31.55874094809964,47.2200529613725,200.0,28.595996941790062,1.32646207988504,88.93593511075404
lstm_scaffold_diff001_metrics_round50.csv,50,SMAPE (%),1409,1.1663370170465626,15.616963201899994,28.939693474598183,44.79180161355599,200.0,29.174838411655998,1.1663370170465626,88.3588960991904
lstm_scaffold_diff_metrics_round50.csv,50,SMAPE (%),1409,1.125559345124879,15.428086086593474,28.649776870111825,44.3094173549466,200.0,28.88133126835313,1.125559345124879,87.08139613768823
lstm_scaffold_lr_metrics_round50.csv,50,SMAPE (%),1409,1.1269590900173696,15.705115123137508,28.85024146126528,44.78673686900304,200.0,29.081621745865533,1.1269590900173696,88.08793165658821
transformer_fedAvg_diff0_metrics_round50.csv,50,SMAPE (%),1409,0.8067468930603224,13.412298495077964,27.135631537460004,43.507664399788695,200.0,30.095365904710732,0.8067468930603224,88.32673751856306
transformer_fedAvg_metrics_round50.csv,50,SMAPE (%),1409,0.7378726083239849,12.442920540121513,26.416362641228712,42.44954615929018,200.0,30.006625619168666,0.7378726083239849,87.36357513682213
transformer_fedProx_diff_metrics_round50.csv,50,SMAPE (%),1409,0.8967763036565226,15.143851734496842,28.09724727117848,44.37224917128183,200.0,29.228397436784988,0.8967763036565226,88.21233865390167
transformer_fedProx_metrics_round50.csv,50,SMAPE (%),1409,0.8682297091573288,14.483300612812757,27.462963309725808,43.4196940523892,200.0,28.93639343957644,0.8682297091573288,86.10862616802522
