Model_Strategy,Round,METRIC,Count,Min,Q1,Median,Q3,Max,IQR,True Min (Non-outlier),True Max (Non-outlier)
gru_fedAvg_diff0_metrics_round48.csv,48,RMSE,1409,0.0343071553510544,7.475891105181287,17.458814173968992,42.22320344886776,7604.278485134781,34.747312343686474,0.0343071553510544,94.09036683222864
gru_fedAvg_metrics_round48.csv,48,RMSE,1409,0.0346526850884421,7.406804420014203,17.323760792654305,41.9892304116985,7914.429322074409,34.582425991684296,0.0346526850884421,93.49652962490389
gru_fedProx_diff_metrics_round48.csv,48,RMSE,1409,0.0331206246992435,7.722198926424824,18.2900719534369,42.99530332488285,6286.396941556503,35.273104398458024,0.0331206246992435,94.90971363539828
gru_fedProx_metrics_round48.csv,48,RMSE,1409,0.033265964836778,7.690111622334452,18.0579286410693,42.57894863903636,6496.681306416395,34.88883701670191,0.033265964836778,94.6961922119507
gru_scaffold_diff_metrics_round48.csv,48,RMSE,1409,0.0332514955190944,7.162041950696929,16.30593293422248,40.27831973927846,4781.830298436303,33.11627778858153,0.0332514955190944,89.76389702506775
gru_scaffold_lr_metrics_round48.csv,48,RMSE,1409,0.0328563913238695,7.201015522512642,16.446302163499848,40.92523029911239,4311.450929042917,33.72421477659975,0.0328563913238695,90.7539152874814
lstm_fedAvg_diff0_metrics_round48.csv,48,RMSE,1409,0.0355519554676744,7.746455282686054,18.207887106762303,43.15708884901666,10737.926197068367,35.4106335663306,0.0355519554676744,96.26506697198936
lstm_fedAvg_metrics_round48.csv,48,RMSE,1409,0.0352551563515968,7.767994321737509,18.206962713379173,42.95973252131152,10304.440528602952,35.19173819957401,0.0352551563515968,95.46687305884768
lstm_fedProx_diff_metrics_round48.csv,48,RMSE,1409,0.0337746219748615,8.081301219586758,19.00188889367147,44.217604264963256,7732.073880201246,36.1363030453765,0.0337746219748615,97.2538537345106
lstm_fedProx_metrics_round48.csv,48,RMSE,1409,0.0335347532880953,8.040896944514099,19.02678119339799,44.55095784484126,7257.357058681108,36.51006090032716,0.0335347532880953,99.28348432089264
lstm_scaffold_diff_metrics_round48.csv,48,RMSE,1409,0.0333246693219165,7.316479015209083,16.900203114085347,41.49594988360343,6646.201753639937,34.17947086839435,0.0333246693219165,92.00580523562918
lstm_scaffold_lr_metrics_round48.csv,48,RMSE,1409,0.0334807003506243,7.269418608733428,16.782145132792472,41.46844466810044,6634.89043792541,34.199026059367014,0.0334807003506243,92.15925474886431
