round,MAE,MSE,RMSE,MAPE (%),SMAPE (%)
1,10.039510137896828,163.55590482692602,12.788897717431555,2418.7340910788516,62.979042029842404
2,9.556608603174604,157.95131167919445,12.567868223338214,2275.8420797887884,61.052359046956305
3,9.367714362599207,154.98686740534257,12.44937216912333,2250.5756850242265,60.21301722638081
4,9.187406257440475,151.7336018828009,12.318019397727904,2238.8564601967546,59.39630168128296
5,8.962431020585319,148.2676093969918,12.176518771676566,2217.926815245581,58.371102759992034
6,8.84504251736111,143.48898650358885,11.978688847431878,2262.4887868422034,57.915130498696975
7,8.405267486855157,136.94469840302693,11.702337305129559,2226.82954875925,55.93649553609128
8,8.016683215029762,130.72717985545623,11.433598727236156,2217.0868765417063,54.18903700195021
9,7.838648869791667,126.56558370304738,11.250137052633953,2236.7432070533964,53.52000184627991
10,7.672675032490079,123.21445628293758,11.100200731650649,2251.443021513499,52.91845771266217
11,7.628138866815477,122.94206558819218,11.087924313783539,2222.4439869102243,52.66453161499365
12,7.546057054563493,121.34083239837616,11.01548148736024,2224.800713396081,52.36671338897961
13,7.468778696180555,120.12465039559329,10.96013915949945,2211.4693293896676,52.10081469812733
14,7.4092063856646835,119.08569813465154,10.91263937526809,2209.3069373869666,51.812173958858665
15,7.365637934275794,117.87089653360722,10.856836396188681,2211.6790974024484,51.74560658735001
16,7.322150673363095,117.55700705247683,10.842370914725102,2207.391524301196,51.53702621864711
17,7.338139456349206,116.89071166002093,10.81160079081821,2226.9707719383296,51.790835612038165
18,7.283910626240081,116.26478109949396,10.782614761712205,2208.1188378860743,51.48753792719328
19,7.3140732023809525,115.97270055861364,10.76906219494593,2258.306165612021,51.79259522648274
20,7.264762392361112,115.88312913207089,10.764902653162773,2227.1450844790643,51.49746045978289
21,7.1894764124503965,114.84730426074057,10.71668345435007,2201.4608459755477,51.22788829510441
22,7.21629293154762,115.43393411367968,10.744018527240154,2203.0211342077314,51.3198391611278
23,7.190411124751984,114.41576994349515,10.696530743352966,2220.4175685186906,51.3359486770954
24,7.149686522073414,113.77539985208084,10.666555200817218,2210.091863756901,51.15528652732725
25,7.081504451388889,112.96038223579332,10.628282186496241,2207.996676097247,50.87074027477432
26,7.089694906994048,113.33923715476953,10.64609022856605,2200.879686583901,50.93281819192511
27,7.067366212301589,112.89705572199267,10.625302617901886,2190.425133699548,50.88844081696971
28,7.084878633680556,112.7089206853712,10.616445765197088,2231.8051722758473,51.0569854433964
29,7.025506420634922,112.2765796109207,10.596064345355813,2181.1963965796185,50.778253248430225
30,7.058896915178572,112.50666179995231,10.60691575341071,2201.5178384457668,50.99322027509482
31,7.034898593501984,112.02421700482692,10.584149328350717,2217.830453937785,50.88632976701065
32,6.99484973859127,111.54199132236026,10.561344200543806,2214.1722224131377,50.79724449408406
33,6.978580202380953,111.4747620274369,10.558160920701905,2204.93123511766,50.645207302142694
34,6.876953321676588,110.17560138613413,10.49645661097754,2185.05353481361,50.20829268898848
35,6.821030337053571,109.8134606357634,10.479191793061306,2171.5335401360135,49.90420929771247
36,6.794907354910715,109.29059920533224,10.454214423156445,2191.6123172480716,49.847468654207496
37,6.7915313628472225,109.28810233316449,10.454095003067673,2192.587830519979,49.82550316548181
38,6.763062088293652,109.33880511765464,10.456519742134791,2162.613846474422,49.645228369977175
39,6.730170614335317,108.71195173771201,10.426502373169635,2183.537846152557,49.54890290848922
40,6.833881480654762,109.52438912938725,10.46539006102435,2235.0675599708266,50.07424306534571
41,6.807294511160715,109.5114285582458,10.464770831616228,2200.646257101574,49.93769223303559
42,6.753461038690477,108.84210283033745,10.432741865412824,2196.360247122566,49.64484639875841
43,6.689638758680555,108.30043061761856,10.406749281962094,2176.3717297660005,49.38637746638752
44,6.625859688740079,107.68712374956166,10.377240661638414,2170.5013050241646,49.06517811839794
45,6.675531118055556,108.08893505233928,10.396582854589257,2178.2436230363146,49.29578626629779
46,6.645912978918651,107.81541615251948,10.383420253101551,2184.8065561042054,49.1884125130078
47,6.654301777033731,107.5965363664171,10.372875028959767,2187.9627116346323,49.27355739332896
48,6.630470027777778,107.41721287508516,10.36422755805203,2197.2468069140473,49.14301244495068
49,6.585434005704365,107.08699072766743,10.348284434033857,2174.6753034458343,48.896873924620955
50,6.598261807787699,106.95963809746974,10.342129282573765,2213.9400915722536,49.0295399041085
