Model_Strategy,Round,METRIC,Count,Min,Q1,Median,Q3,Max,IQR,True Min (Non-outlier),True Max (Non-outlier)
gru_diff-diff_metrics_round50.csv,50,RMSE,1410,0.034565286692225,5.751571496394722,12.76733150258066,27.887805142392562,4807.572033538033,22.13623364599784,0.034565286692225,60.859080333227375
gru_fedAvg_diff0_metrics_round50.csv,50,RMSE,1410,0.0345202039237702,5.690600899252459,12.47787708832241,27.84274437180001,4922.692088042669,22.15214347254755,0.0345202039237702,61.0522773797617
gru_fedAvg_lr_metrics_round50.csv,50,RMSE,1410,0.0347287521942368,5.666883063360087,12.623384566588397,27.463238515823356,4870.640582540404,21.796355452463267,0.0347287521942368,59.35139103864862
gru_fedProx_diff_metrics_round50.csv,50,RMSE,1410,0.0321665819897794,5.84532485702238,13.184122391310993,28.43574549872641,5001.324070665961,22.59042064170403,0.0321665819897794,62.13944471979189
gru_fedProx_metrics_round50.csv,50,RMSE,1410,0.0324544684261107,5.8994346874523504,13.287851155547813,28.89457271427168,5096.882270806531,22.995138026819326,0.0324544684261107,62.93150016629034
gru_scaffold_diff_metrics_round50.csv,50,RMSE,1410,0.0338718944988688,5.457942807573104,12.050855458401275,27.145985453156833,3849.256312366086,21.688042645583728,0.0338718944988688,58.99378304653307
gru_scaffold_lr_metrics_round50.csv,50,RMSE,1410,0.023597541233228,5.5978793134043245,12.559223540856461,27.536085163338043,2862.670881810954,21.93820584993372,0.023597541233228,59.57666198694925
lstm_diff-diff_metrics_round50.csv,50,RMSE,1410,0.0338099934524777,5.774326957950518,12.837381705396083,27.90395640885661,5858.731142864961,22.129629450906094,0.0338099934524777,60.79005773736102
lstm_fedAvg_diff0_metrics_round50.csv,50,RMSE,1410,0.0338147460750691,5.756315257038882,12.773870108169032,27.610839233464567,5768.467875168357,21.854523976425686,0.0338147460750691,60.32046688966862
lstm_fedAvg_lr_metrics_round50.csv,50,RMSE,1410,0.0338734052061591,5.721535821212482,12.753830548873829,27.958355989858084,6094.303917280034,22.2368201686456,0.0338734052061591,61.14387815853906
lstm_fedProx_diff_metrics_round50.csv,50,RMSE,1410,0.0308252804672694,6.234212765751888,13.687358810758083,30.018572524906663,6626.905213673352,23.784359759154775,0.0308252804672694,65.29024967182947
lstm_fedProx_metrics_round50.csv,50,RMSE,1410,0.0309607830580131,6.199773882525511,13.734307964718212,29.90122255824177,6679.276488628876,23.701448675716257,0.0309607830580131,65.39771405355695
lstm_scaffold_diff_metrics_round50.csv,50,RMSE,1410,0.0341499603670105,5.498896498133242,12.218163034873774,27.381442675861525,5213.083982021981,21.882546177728283,0.0341499603670105,59.08164139273647
lstm_scaffold_lr_metrics_round50.csv,50,RMSE,1410,0.0335527402091987,5.525755767467286,12.403261994736344,27.680489820953323,5326.348288940007,22.154734053486038,0.0335527402091987,60.01777115848285
